user,item,rating,timestamp,feature Str,feature_second,feature_third,feature_forth,feature_fifth
40639,39,34.9,2019,All Ages,37.23,Xbox,Low,Poor
40640,25,40.6,2011,Kids,52.95,PC,High,Excellent
40641,29,27.9,2019,Kids,21.98,Nintendo Switch,Medium,Average
40642,27,36.1,2012,All Ages,55.17,PC,High,Excellent
40643,11,47.1,2013,Kids,56.53,Nintendo Switch,Ultra,Poor
40644,16,37.2,2013,All Ages,49.11,Nintendo Switch,Low,Excellent
40645,0,32.5,2016,Teens,34.24,PC,Low,Good
40646,17,24.8,2017,Teens,40.86,Nintendo Switch,Low,Good
40647,27,27.2,2023,Kids,45.07,PlayStation,High,Good
40648,17,28.1,2016,Teens,46.89,Xbox,Medium,Poor
40649,32,30.5,2022,Kids,43.95,Nintendo Switch,Low,Average
40650,0,29.6,2018,Adults,28.56,Nintendo Switch,Ultra,Good
40651,16,39.0,2012,All Ages,50.57,PlayStation,High,Good
40652,1,39.7,2011,Kids,58.53,Xbox,Medium,Poor
40653,35,20.2,2020,Teens,33.38,Mobile,Low,Excellent
40654,39,14.9,2013,Adults,27.17,PC,Low,Good
40655,34,16.6,2010,Adults,27.97,Nintendo Switch,Medium,Poor
40656,26,25.8,2011,All Ages,39.24,Nintendo Switch,High,Good
40657,37,42.8,2022,Adults,54.09,PlayStation,High,Average
40658,5,34.8,2010,Kids,38.9,Xbox,Medium,Poor
40659,5,27.3,2011,All Ages,47.39,PlayStation,High,Good
40660,31,21.2,2013,Teens,31.36,PC,Medium,Average
40661,28,24.6,2022,Adults,43.97,Mobile,High,Poor
40662,29,28.2,2023,Adults,28.08,Nintendo Switch,High,Excellent
40663,15,34.8,2015,Adults,59.78,PlayStation,High,Poor
40664,7,37.0,2015,Kids,56.42,Mobile,Medium,Excellent
40665,35,17.3,2013,Kids,27.52,PlayStation,Low,Good
40666,19,35.7,2019,Teens,53.5,Xbox,High,Excellent
40667,10,27.7,2023,All Ages,28.6,Xbox,High,Excellent
40668,4,32.9,2011,All Ages,50.96,Xbox,Medium,Excellent
40669,1,14.9,2021,All Ages,20.23,PC,Ultra,Good
40670,0,34.1,2015,Teens,47.13,Xbox,High,Excellent
40671,12,29.3,2011,Teens,29.21,Xbox,High,Excellent
40672,17,24.0,2010,Kids,27.5,Mobile,Low,Average
40673,26,26.2,2014,Adults,44.57,PC,Ultra,Average
40674,3,33.0,2016,Kids,45.39,Xbox,Medium,Average
40675,15,38.0,2013,Kids,44.27,PC,Ultra,Good
40676,20,37.2,2010,All Ages,54.93,PlayStation,Medium,Good
40677,4,19.3,2015,Teens,29.17,Xbox,Low,Good
40678,10,31.3,2014,Teens,43.26,Nintendo Switch,Medium,Average
40679,2,27.1,2010,Kids,25.15,PC,Ultra,Poor
40680,28,25.2,2017,All Ages,33.09,Mobile,Ultra,Average
40681,6,33.9,2013,Adults,39.53,Nintendo Switch,Ultra,Good
40682,35,35.2,2016,Adults,44.68,Nintendo Switch,Ultra,Good
40683,11,25.4,2010,Teens,46.52,Nintendo Switch,Medium,Average
40684,39,33.4,2010,All Ages,35.7,PlayStation,Ultra,Average
40685,18,19.6,2014,Teens,27.17,Nintendo Switch,Medium,Average
40686,0,24.1,2013,Kids,41.94,Xbox,Medium,Poor
40687,8,29.1,2020,Kids,47.32,PC,Ultra,Poor
40688,14,29.7,2019,All Ages,37.55,PlayStation,Ultra,Good
40689,37,35.2,2010,Adults,51.47,PlayStation,Low,Excellent
40690,21,22.1,2023,Kids,40.37,PlayStation,Ultra,Poor
40691,0,29.5,2020,Kids,23.01,PlayStation,Ultra,Average
40692,30,31.3,2013,Kids,54.28,PlayStation,High,Poor
40693,7,22.3,2016,Kids,31.81,Mobile,Medium,Average
40694,26,22.0,2019,Kids,28.82,PC,Medium,Good
40695,21,41.3,2023,Adults,45.25,Nintendo Switch,Medium,Poor
40696,7,24.2,2023,Adults,39.21,Mobile,Ultra,Poor
40697,5,36.9,2018,Teens,50.21,Nintendo Switch,Ultra,Good
40698,29,45.0,2022,Adults,59.76,Mobile,High,Poor
40699,12,23.2,2016,Teens,36.71,PlayStation,Low,Excellent
40700,8,27.7,2014,Kids,49.24,Xbox,Ultra,Poor
40701,26,44.4,2017,Adults,57.59,Nintendo Switch,Medium,Poor
40702,12,37.5,2017,All Ages,42.86,PC,Ultra,Excellent
40703,35,34.0,2020,Kids,42.64,Xbox,High,Poor
40704,5,33.9,2015,Teens,37.48,PlayStation,Low,Excellent
40705,38,29.3,2016,Teens,37.96,Nintendo Switch,Low,Excellent
40706,16,24.3,2021,All Ages,40.01,Mobile,Ultra,Excellent
40707,23,19.7,2023,Teens,36.88,PC,High,Poor
40708,19,34.6,2020,All Ages,38.46,Xbox,Ultra,Good
40709,16,14.7,2015,All Ages,28.66,Nintendo Switch,Low,Excellent
40710,12,32.5,2022,All Ages,47.43,Mobile,High,Average
40711,14,24.8,2022,All Ages,43.7,Xbox,Low,Good
40712,12,40.1,2011,Teens,55.25,PC,Medium,Good
40713,10,31.3,2010,Teens,31.9,Nintendo Switch,Ultra,Good
40714,35,21.3,2017,Adults,22.87,Xbox,Medium,Excellent
40715,30,28.4,2019,Kids,31.41,Nintendo Switch,High,Average
40716,27,31.1,2015,Kids,48.96,Mobile,Ultra,Average
40717,9,25.3,2013,Adults,28.49,Nintendo Switch,Medium,Average
40718,0,25.8,2013,All Ages,30.7,PlayStation,High,Good
40719,28,30.2,2017,Adults,32.72,PC,Low,Average
40720,35,18.9,2021,Teens,29.38,Mobile,Ultra,Poor
40721,31,34.6,2020,Kids,31.34,PlayStation,Medium,Poor
40722,31,29.0,2018,All Ages,52.29,PC,Ultra,Good
40723,35,28.9,2013,Adults,48.28,Nintendo Switch,Ultra,Excellent
40724,9,27.9,2022,All Ages,24.8,PlayStation,High,Excellent
40725,39,31.9,2011,Adults,45.88,Nintendo Switch,Medium,Average
40726,26,22.3,2017,All Ages,34.16,Xbox,Medium,Excellent
40727,22,19.7,2017,All Ages,23.89,Nintendo Switch,High,Average
40728,28,14.1,2013,All Ages,23.19,PlayStation,Low,Poor
40729,17,30.4,2013,Adults,51.19,PlayStation,High,Poor
40730,31,31.9,2016,Teens,49.93,PC,Low,Poor
40731,3,47.7,2015,Kids,59.36,PlayStation,Medium,Good
40732,1,33.0,2021,Teens,40.66,Nintendo Switch,Low,Poor
40733,26,41.4,2011,Kids,57.85,PC,High,Average
40734,22,19.1,2011,Kids,27.43,Nintendo Switch,High,Average
40735,27,30.5,2018,Adults,35.53,PlayStation,Low,Average
40736,13,34.2,2011,All Ages,49.37,Xbox,High,Poor
40737,36,33.8,2017,All Ages,53.52,PC,Low,Poor
40738,35,37.6,2017,Adults,44.93,Mobile,High,Good
40739,6,26.0,2018,Teens,35.42,PC,Ultra,Excellent
40740,37,21.9,2010,Teens,31.0,PC,Medium,Excellent
40741,24,28.0,2011,Kids,41.55,Mobile,High,Poor
40742,2,26.4,2019,Kids,25.16,PC,Ultra,Poor
40743,7,30.9,2012,Teens,37.44,Xbox,Medium,Average
40744,25,31.2,2017,All Ages,57.77,Xbox,Low,Excellent
40745,1,33.0,2022,Teens,53.62,Nintendo Switch,Ultra,Excellent
40746,36,20.6,2017,All Ages,25.04,Mobile,Ultra,Good
40747,12,27.5,2017,Teens,46.12,Nintendo Switch,Low,Excellent
40748,13,32.9,2012,All Ages,35.5,Xbox,Low,Excellent
40749,23,29.4,2014,Teens,32.69,Xbox,Ultra,Excellent
40750,9,20.2,2016,Adults,28.24,PlayStation,High,Excellent
40751,29,38.8,2016,Kids,41.56,Nintendo Switch,Ultra,Poor
40752,20,16.5,2016,Adults,30.31,Mobile,Ultra,Poor
40753,6,37.2,2023,Teens,59.47,Nintendo Switch,Ultra,Average
40754,34,25.2,2018,All Ages,33.19,PC,Medium,Good
40755,8,18.1,2019,Adults,30.23,PlayStation,Ultra,Average
40756,1,35.7,2013,Adults,37.5,PC,High,Poor
40757,14,21.4,2015,Adults,40.4,PlayStation,Medium,Excellent
40758,12,30.4,2014,Kids,40.24,PlayStation,High,Excellent
40759,24,22.3,2019,All Ages,32.16,Xbox,High,Excellent
40760,27,27.4,2016,Kids,48.85,PlayStation,Ultra,Good
40761,2,22.9,2013,Adults,28.84,PlayStation,Low,Excellent
40762,39,22.2,2015,All Ages,41.22,Xbox,Ultra,Excellent
40763,29,31.4,2013,Adults,54.82,Xbox,High,Good
40764,14,36.3,2019,Kids,34.56,PC,High,Poor
40765,30,39.6,2015,All Ages,49.81,Nintendo Switch,Ultra,Excellent
40766,32,33.3,2020,All Ages,41.53,Mobile,Low,Good
40767,11,29.1,2015,Kids,57.64,PlayStation,Low,Excellent
40768,12,25.3,2012,Teens,46.59,Xbox,Medium,Good
40769,33,34.6,2013,All Ages,56.46,PC,Low,Good
40770,21,38.0,2010,Teens,56.08,PC,High,Good
40771,10,33.0,2015,Adults,48.53,PC,Ultra,Poor
40772,25,35.7,2012,Adults,52.51,Nintendo Switch,Low,Average
40773,33,24.4,2017,Teens,33.83,PlayStation,High,Average
40774,7,40.0,2015,Adults,56.11,Nintendo Switch,High,Excellent
40775,16,23.6,2017,Adults,28.66,PlayStation,High,Poor
40776,1,20.2,2017,Teens,21.8,PC,High,Poor
40777,13,33.5,2013,Teens,49.55,PC,High,Poor
40778,12,21.5,2018,Adults,37.6,PlayStation,High,Poor
40779,35,27.8,2021,Adults,29.21,Xbox,Medium,Good
40780,32,34.6,2016,Adults,45.76,Xbox,Medium,Poor
40781,18,37.9,2011,Adults,57.6,Nintendo Switch,Low,Good
40782,30,15.0,2020,Kids,22.12,PC,Ultra,Average
40783,12,36.6,2019,All Ages,42.72,Mobile,Ultra,Good
40784,12,27.9,2021,Kids,34.93,PlayStation,High,Excellent
40785,24,20.1,2012,Adults,39.46,PlayStation,Low,Average
40786,7,30.1,2022,All Ages,45.63,Mobile,Medium,Excellent
40787,30,47.1,2019,Kids,57.39,Nintendo Switch,Low,Good
40788,36,29.4,2019,All Ages,49.95,Xbox,Ultra,Excellent
40789,14,16.5,2023,Adults,22.14,Xbox,Low,Average
40790,9,41.2,2022,Teens,58.56,Nintendo Switch,High,Average
40791,4,23.0,2010,Adults,31.72,PC,Low,Poor
40792,38,15.5,2021,All Ages,25.79,Nintendo Switch,High,Excellent
40793,32,40.4,2010,All Ages,55.0,PlayStation,High,Excellent
40794,25,36.1,2017,Adults,44.3,Mobile,Low,Excellent
40795,14,22.8,2021,All Ages,24.15,PC,High,Poor
40796,9,27.8,2013,Teens,47.48,PC,Ultra,Average
40797,34,30.5,2023,Kids,41.93,Xbox,Low,Excellent
40798,9,16.4,2016,Adults,24.78,PlayStation,Ultra,Average
40799,18,28.2,2022,Teens,42.55,Xbox,Ultra,Average
40800,7,14.7,2017,All Ages,24.83,Xbox,Ultra,Average
40801,31,34.3,2018,Kids,56.09,PC,Low,Excellent
40802,0,38.1,2010,Kids,51.67,Mobile,Medium,Excellent
40803,9,28.8,2016,All Ages,22.93,Xbox,Medium,Good
40804,8,35.7,2013,Adults,53.05,Xbox,Medium,Average
40805,7,43.2,2017,Adults,59.09,PlayStation,Medium,Average
40806,20,35.4,2019,Teens,48.86,PlayStation,Ultra,Average
40807,31,40.2,2014,All Ages,52.52,PC,Ultra,Poor
40808,4,25.0,2014,Teens,44.66,PlayStation,Ultra,Average
40809,2,23.0,2015,Teens,45.24,PC,High,Good
40810,4,30.2,2010,Adults,32.62,Nintendo Switch,Ultra,Good
40811,7,29.7,2010,All Ages,36.4,Xbox,Medium,Poor
40812,38,41.4,2017,Adults,48.85,PlayStation,Ultra,Average
40813,24,30.8,2019,All Ages,55.24,Mobile,Low,Good
40814,16,31.9,2012,Teens,36.54,Nintendo Switch,Ultra,Average
40815,18,35.1,2021,Adults,42.47,PC,Medium,Excellent
40816,19,28.6,2010,All Ages,43.06,PlayStation,Medium,Good
40817,28,23.1,2015,Adults,20.83,Mobile,High,Poor
40818,19,18.4,2015,Teens,23.76,Nintendo Switch,Low,Average
40819,32,34.6,2022,All Ages,53.6,Nintendo Switch,High,Good
40820,1,34.3,2023,Teens,58.1,Mobile,High,Average
40821,37,45.0,2016,Adults,54.74,Nintendo Switch,High,Poor
40822,18,27.8,2023,Kids,41.31,PC,High,Excellent
40823,1,33.3,2018,Kids,40.42,PC,Low,Average
40824,13,25.0,2020,All Ages,42.27,PlayStation,Low,Good
40825,36,36.6,2017,All Ages,49.92,PC,Medium,Good
40826,14,18.2,2018,Teens,28.78,Xbox,Low,Poor
40827,27,31.5,2021,Teens,49.34,PlayStation,Low,Good
40828,12,26.5,2019,All Ages,39.98,Xbox,Ultra,Average
40829,34,24.5,2021,Teens,44.59,Xbox,High,Good
40830,18,41.7,2021,Teens,53.48,PlayStation,Ultra,Excellent
40831,9,31.1,2013,All Ages,58.45,PlayStation,High,Poor
40832,7,25.1,2021,Adults,43.07,PlayStation,Low,Average
40833,9,35.4,2021,Teens,46.24,PlayStation,Medium,Excellent
40834,3,26.8,2018,All Ages,46.5,Xbox,High,Excellent
40835,11,29.2,2014,Adults,33.7,Nintendo Switch,High,Poor
40836,24,15.0,2011,Adults,24.85,PC,Low,Excellent
40837,21,43.2,2018,Kids,58.36,PlayStation,High,Good
40838,31,26.6,2019,Adults,41.67,Xbox,Low,Excellent
40839,8,39.6,2017,Kids,46.63,PC,Medium,Excellent
40840,9,38.5,2013,Kids,53.52,PC,High,Good
40841,1,28.6,2017,Teens,39.29,Xbox,Medium,Average
40842,7,19.9,2016,All Ages,23.38,Mobile,Ultra,Average
40843,20,45.3,2017,Adults,56.06,Nintendo Switch,Ultra,Excellent
40844,25,27.1,2022,Adults,31.09,Mobile,Medium,Average
40845,12,19.9,2014,Kids,23.41,PlayStation,Medium,Excellent
40846,16,21.3,2020,Adults,23.73,Nintendo Switch,High,Excellent
40847,22,20.6,2016,Adults,21.41,PC,Low,Excellent
40848,38,34.9,2021,Kids,52.56,Nintendo Switch,Ultra,Good
40849,30,28.6,2021,Adults,46.85,Nintendo Switch,Low,Average
40850,4,15.5,2010,All Ages,21.4,PC,Low,Average
40851,21,21.3,2014,Adults,20.32,Nintendo Switch,Low,Average
40852,36,26.6,2022,Adults,43.85,Xbox,Ultra,Good
40853,28,36.0,2021,Kids,37.61,PC,Medium,Poor
40854,8,35.4,2021,Teens,52.39,PlayStation,Ultra,Poor
40855,25,24.5,2013,All Ages,36.04,Xbox,Ultra,Poor
40856,28,25.5,2021,Adults,36.79,Nintendo Switch,Ultra,Good
40857,8,25.0,2020,All Ages,23.79,Mobile,High,Average
40858,14,34.0,2011,Adults,57.8,PlayStation,Medium,Poor
40859,17,28.4,2022,Teens,42.01,Mobile,Low,Poor
40860,2,32.1,2014,Kids,48.82,Nintendo Switch,Medium,Good
40861,10,12.9,2016,All Ages,26.3,PlayStation,Medium,Average
40862,12,35.7,2021,Kids,37.89,Mobile,High,Good
40863,11,34.9,2019,All Ages,38.28,Xbox,Low,Excellent
40864,13,33.5,2017,All Ages,37.68,Xbox,Ultra,Poor
40865,33,24.8,2017,All Ages,38.5,PC,Ultra,Excellent
40866,18,21.7,2010,Kids,28.03,PC,Low,Excellent
40867,32,27.0,2014,Teens,50.63,Nintendo Switch,Medium,Good
40868,39,34.5,2020,Adults,38.91,PC,Medium,Good
40869,22,39.2,2010,Teens,44.23,PlayStation,Low,Excellent
40870,37,25.8,2014,Teens,46.3,Mobile,High,Poor
40871,32,39.3,2022,Kids,52.48,PC,Low,Good
40872,37,38.7,2019,Adults,42.57,Xbox,Ultra,Poor
40873,13,36.5,2015,Teens,42.4,Mobile,High,Poor
40874,8,35.4,2019,Teens,54.01,PlayStation,Medium,Poor
40875,39,39.0,2012,Teens,46.13,PlayStation,High,Poor
40876,23,13.9,2018,Teens,22.22,PlayStation,High,Average
40877,27,36.5,2015,Teens,42.7,Xbox,Low,Poor
40878,32,20.4,2012,Teens,23.41,Xbox,Medium,Excellent
40879,21,13.8,2020,Kids,22.42,Xbox,Medium,Excellent
40880,7,33.7,2013,Adults,32.78,Nintendo Switch,Ultra,Average
40881,17,27.2,2015,Adults,26.88,PlayStation,Ultra,Average
40882,1,43.0,2016,Teens,59.14,PC,Ultra,Poor
40883,35,18.2,2021,All Ages,22.41,PC,Medium,Good
40884,37,30.6,2013,Teens,28.16,Nintendo Switch,Ultra,Poor
40885,5,34.1,2016,Kids,54.2,PlayStation,Low,Poor
40886,9,19.1,2017,All Ages,29.44,Nintendo Switch,Low,Poor
40887,14,21.7,2018,Adults,38.36,PC,Ultra,Excellent
40888,10,38.3,2023,Adults,45.97,PC,High,Excellent
40889,1,36.8,2021,Adults,51.23,Mobile,Medium,Excellent
40890,34,30.2,2014,All Ages,24.44,PC,Low,Excellent
40891,37,35.1,2014,Adults,43.24,Nintendo Switch,High,Average
40892,30,30.8,2019,All Ages,52.58,Mobile,Low,Average
40893,16,29.6,2021,Adults,45.71,Mobile,High,Poor
40894,16,29.8,2013,Kids,25.18,PC,Ultra,Excellent
40895,12,28.3,2023,All Ages,37.19,Xbox,Low,Excellent
40896,36,31.4,2022,Adults,32.55,Xbox,High,Poor
40897,6,31.5,2012,Teens,27.96,Nintendo Switch,Low,Excellent
40898,36,41.1,2019,All Ages,57.83,Xbox,High,Excellent
40899,2,29.9,2014,Adults,52.19,PC,High,Good
40900,21,25.8,2011,Kids,30.52,PlayStation,Ultra,Average
40901,35,29.2,2019,All Ages,44.19,PC,High,Poor
40902,14,22.1,2010,All Ages,20.71,Xbox,High,Excellent
40903,10,44.8,2011,All Ages,54.29,PlayStation,High,Average
40904,0,37.3,2010,Kids,47.96,Xbox,Ultra,Excellent
40905,6,29.2,2014,All Ages,39.24,Nintendo Switch,Ultra,Average
40906,31,16.1,2019,Teens,27.7,PlayStation,Low,Poor
40907,20,34.7,2011,All Ages,57.78,Xbox,Low,Good
40908,8,21.1,2023,Teens,30.54,Nintendo Switch,High,Excellent
40909,3,15.2,2016,Teens,23.02,PC,Medium,Good
40910,34,21.2,2019,All Ages,21.49,Xbox,Low,Good
40911,14,45.6,2016,Teens,57.5,Xbox,Medium,Excellent
40912,23,32.2,2020,Adults,49.7,Xbox,Ultra,Good
40913,31,21.8,2013,Teens,20.59,PlayStation,High,Excellent
40914,34,40.7,2021,All Ages,49.21,Mobile,Ultra,Average
40915,20,23.4,2018,Kids,39.75,PlayStation,Medium,Average
40916,24,42.9,2017,Teens,57.07,Mobile,Medium,Excellent
40917,11,23.4,2010,Kids,28.36,PC,Low,Poor
40918,24,24.9,2012,Kids,21.65,Xbox,Low,Poor
40919,26,29.8,2011,Kids,52.47,PlayStation,Medium,Good
40920,9,44.8,2012,Adults,55.46,PC,High,Poor
40921,7,32.1,2011,All Ages,49.0,Nintendo Switch,Medium,Good
40922,26,25.8,2022,Kids,31.92,Nintendo Switch,High,Excellent
40923,30,33.3,2021,Teens,36.86,PlayStation,Medium,Average
40924,27,41.5,2017,Adults,54.21,Xbox,Medium,Average
40925,10,30.2,2014,Teens,38.7,PC,High,Poor
40926,21,21.5,2020,All Ages,26.86,PC,High,Poor
40927,9,39.2,2015,Teens,52.67,PlayStation,Low,Poor
40928,13,27.3,2023,Adults,25.88,PC,Ultra,Poor
40929,4,38.4,2018,Adults,43.77,Nintendo Switch,Ultra,Excellent
40930,8,27.8,2013,Teens,25.53,PlayStation,Ultra,Average
40931,10,22.4,2023,Adults,39.53,Mobile,High,Excellent
40932,25,30.4,2012,Kids,32.22,PC,Ultra,Excellent
40933,28,34.5,2013,All Ages,36.52,PC,Low,Good
40934,29,25.3,2012,Teens,35.83,Nintendo Switch,Ultra,Good
40935,32,32.4,2020,All Ages,58.76,Xbox,Ultra,Excellent
40936,37,15.6,2020,All Ages,29.2,PlayStation,Ultra,Excellent
40937,2,21.1,2018,Teens,32.69,Xbox,Medium,Poor
40938,1,31.9,2020,All Ages,36.98,Mobile,Medium,Poor
40939,2,32.0,2015,All Ages,37.67,PlayStation,High,Good
40940,2,31.0,2019,Adults,48.38,PlayStation,High,Good
40941,3,20.4,2014,Adults,25.78,Mobile,Ultra,Good
40942,0,26.6,2023,Kids,43.08,Xbox,High,Average
40943,19,30.1,2021,All Ages,31.33,PlayStation,Low,Excellent
40944,11,26.0,2020,Adults,47.43,PC,Low,Good
40945,31,31.9,2011,Adults,36.31,Mobile,High,Good
40946,33,25.1,2014,Adults,26.45,Xbox,Low,Good
40947,22,23.1,2012,Kids,30.37,Nintendo Switch,Low,Good
40948,2,26.1,2019,Kids,45.75,PlayStation,Ultra,Good
40949,34,34.2,2019,Teens,54.19,PlayStation,Low,Poor
40950,0,22.1,2023,Adults,35.11,Xbox,Ultra,Average
40951,1,22.5,2017,Adults,25.87,Xbox,Low,Excellent
40952,12,33.1,2017,Teens,55.59,Nintendo Switch,Ultra,Poor
40953,9,30.5,2012,Teens,27.64,Nintendo Switch,Low,Good
40954,38,21.6,2022,Kids,26.19,PC,Ultra,Poor
40955,21,25.9,2019,All Ages,43.11,Xbox,Medium,Poor
40956,38,28.8,2020,All Ages,24.14,Mobile,Ultra,Good
40957,29,27.8,2014,Adults,37.47,Nintendo Switch,Low,Average
40958,16,12.8,2016,Teens,23.27,PC,Medium,Average
40959,15,33.2,2011,All Ages,43.25,Nintendo Switch,Low,Excellent
40960,29,26.0,2017,All Ages,31.84,Xbox,High,Poor
40961,2,22.7,2023,Adults,35.71,PlayStation,Low,Poor
40962,2,24.2,2014,Teens,32.32,Nintendo Switch,Low,Average
40963,22,32.2,2023,Teens,32.21,Nintendo Switch,Ultra,Poor
40964,27,20.6,2020,Teens,34.04,PlayStation,Low,Excellent
40965,39,29.3,2019,Teens,30.89,Nintendo Switch,High,Good
40966,32,34.0,2016,Kids,49.06,PC,Medium,Average
40967,36,22.2,2017,Teens,30.49,Nintendo Switch,High,Poor
40968,32,30.6,2022,Adults,53.03,Nintendo Switch,High,Poor
40969,14,34.2,2020,Teens,41.12,PC,Low,Poor
40970,4,30.7,2013,Adults,52.97,PlayStation,Low,Good
40971,5,36.1,2011,Adults,47.26,Mobile,High,Excellent
40972,11,35.5,2010,Teens,40.17,PlayStation,Medium,Good
40973,13,29.6,2017,Teens,31.45,Mobile,Low,Excellent
40974,7,41.3,2023,Adults,57.39,Xbox,Ultra,Average
40975,21,13.7,2011,Teens,20.43,Nintendo Switch,Ultra,Average
40976,13,33.4,2023,Kids,43.15,Mobile,Low,Average
40977,3,34.7,2016,Kids,54.26,PlayStation,High,Poor
40978,3,25.5,2019,Adults,38.02,Nintendo Switch,Low,Good
40979,27,39.9,2015,All Ages,58.3,Xbox,Ultra,Excellent
40980,28,26.5,2023,All Ages,27.57,PC,Ultra,Excellent
40981,33,27.3,2015,All Ages,28.52,PlayStation,High,Excellent
40982,18,23.6,2017,All Ages,30.38,PlayStation,Low,Excellent
40983,0,34.1,2016,Kids,51.5,Nintendo Switch,High,Good
40984,15,29.5,2020,Adults,31.1,Nintendo Switch,Low,Excellent
40985,11,43.6,2013,Kids,54.73,Nintendo Switch,Ultra,Good
40986,23,28.0,2012,Teens,28.92,Xbox,Ultra,Average
40987,18,34.6,2014,Kids,36.83,PlayStation,Ultra,Average
40988,10,27.8,2020,Teens,39.04,Mobile,Low,Poor
40989,8,22.7,2021,Adults,29.53,Xbox,Low,Poor
40990,6,39.3,2010,Teens,48.16,Xbox,Medium,Average
40991,8,17.4,2019,All Ages,27.95,Xbox,High,Poor
40992,1,30.3,2013,Adults,46.56,Mobile,Low,Good
40993,21,27.3,2019,Kids,46.5,PlayStation,High,Excellent
40994,0,30.8,2012,Kids,40.84,PlayStation,High,Good
40995,2,34.5,2022,Adults,51.04,Mobile,High,Average
40996,25,36.0,2016,Teens,56.78,PC,High,Excellent
40997,19,30.9,2023,Kids,56.49,Xbox,Ultra,Poor
40998,16,43.1,2016,All Ages,53.66,Nintendo Switch,Low,Poor
40999,15,36.5,2016,All Ages,52.9,PC,Medium,Average
41000,4,23.5,2017,All Ages,25.31,Nintendo Switch,Ultra,Good
41001,19,17.5,2011,Teens,32.73,PlayStation,Low,Excellent
41002,29,35.3,2019,All Ages,59.66,Nintendo Switch,High,Good
41003,34,30.7,2018,Adults,36.97,Xbox,Low,Excellent
41004,31,27.2,2022,All Ages,49.03,Nintendo Switch,High,Average
41005,36,22.7,2012,Teens,33.98,Mobile,Low,Good
41006,34,34.2,2010,All Ages,37.6,Nintendo Switch,Low,Average
41007,33,29.6,2012,All Ages,25.84,PC,Low,Excellent
41008,29,21.0,2014,Adults,20.9,Xbox,Medium,Excellent
41009,21,35.4,2016,All Ages,37.97,Xbox,Medium,Good
41010,18,19.9,2023,All Ages,37.26,Mobile,Ultra,Excellent
41011,21,22.7,2016,Kids,33.35,PC,Ultra,Excellent
41012,17,27.1,2015,Teens,23.68,Xbox,High,Good
41013,27,21.4,2011,All Ages,20.62,Xbox,Low,Average
41014,33,31.5,2020,Kids,50.85,Mobile,High,Average
41015,20,25.6,2022,Teens,27.69,Xbox,Ultra,Poor
41016,11,28.7,2017,Kids,24.27,PC,Low,Excellent
41017,8,33.7,2015,Kids,43.37,Mobile,High,Good
41018,22,41.1,2023,All Ages,53.14,PlayStation,Low,Good
41019,34,21.6,2023,Adults,41.74,Xbox,Low,Poor
41020,20,34.6,2016,Teens,52.11,PlayStation,Low,Excellent
41021,9,37.8,2013,Kids,59.35,Mobile,High,Average
41022,30,41.6,2019,Teens,51.58,PlayStation,Low,Poor
41023,19,34.4,2020,Adults,56.82,PC,High,Poor
41024,14,38.0,2010,Adults,54.82,Nintendo Switch,Low,Good
41025,17,31.6,2021,Adults,26.39,PlayStation,High,Good
41026,13,22.9,2015,Teens,45.43,PlayStation,High,Poor
41027,35,38.0,2014,All Ages,42.25,PlayStation,Medium,Average
41028,14,42.9,2017,All Ages,58.18,PC,Low,Excellent
41029,16,44.9,2022,Adults,58.69,Nintendo Switch,Ultra,Excellent
41030,29,16.1,2010,Adults,27.32,Nintendo Switch,Low,Excellent
41031,12,28.3,2013,Adults,37.03,PlayStation,Ultra,Poor
41032,15,29.0,2012,All Ages,44.62,PlayStation,Ultra,Excellent
41033,25,16.1,2023,Teens,21.75,Mobile,Low,Poor
41034,26,27.2,2015,Kids,38.49,Mobile,Low,Average
41035,30,22.7,2010,Adults,39.01,Nintendo Switch,High,Average
41036,25,12.1,2020,Kids,20.22,Xbox,Medium,Average
41037,32,20.1,2013,All Ages,33.45,Mobile,Ultra,Good
41038,26,25.0,2010,Adults,28.7,Xbox,Medium,Excellent
41039,2,30.6,2017,Adults,34.7,Xbox,Medium,Average
41040,4,24.3,2016,Adults,21.97,PlayStation,High,Excellent
41041,12,18.6,2023,All Ages,36.73,PC,Medium,Excellent
41042,1,22.0,2019,Adults,25.33,PC,Medium,Excellent
41043,2,19.6,2010,All Ages,30.15,Nintendo Switch,High,Poor
41044,1,24.7,2019,Adults,36.79,Nintendo Switch,High,Good
41045,20,31.3,2022,Adults,30.71,PlayStation,Medium,Good
41046,0,30.3,2023,Adults,54.19,PlayStation,Medium,Good
41047,31,35.1,2023,Adults,41.24,PC,Medium,Poor
41048,2,37.2,2018,Adults,59.69,PlayStation,Ultra,Poor
41049,33,21.1,2018,All Ages,21.07,Nintendo Switch,Ultra,Good
41050,1,26.3,2012,All Ages,46.61,Xbox,Medium,Poor
41051,4,18.6,2019,Teens,32.05,PlayStation,Ultra,Average
41052,15,32.0,2016,Kids,52.4,Xbox,High,Average
41053,37,33.5,2016,Teens,43.72,Nintendo Switch,Medium,Good
41054,19,21.7,2019,Teens,37.09,Xbox,Medium,Average
41055,28,42.8,2022,Kids,59.78,Mobile,High,Poor
41056,24,43.5,2022,Adults,56.54,Mobile,High,Good
41057,26,20.7,2020,Kids,26.73,Nintendo Switch,Low,Poor
41058,20,21.1,2013,Teens,35.17,Xbox,Ultra,Poor
