user,item,rating,timestamp,feature,feature1
28,5047,4.33,1994.0,Religion,R. C. Sproul
32,5048,4.01,1997.0,Fiction,Isabella Alden
25,5049,4.01,2002.0,Fiction,Tim F. LaHaye;Jerry B. Jenkins
26,5050,4.03,2003.0,Fiction,Tim F. LaHaye;Jerry B. Jenkins
70,5051,3.83,1998.0,Fiction,Tim Lahaye;Tim F. LaHaye;Jerry B. Jenkins
52,2265,4.37,2002.0,Fiction,Gary Smalley;Karen Kingsbury
84,5052,4.42,2003.0,Fiction,Karen Kingsbury;Gary Smalley
87,5053,4.41,1977.0,Religion,Watchman Nee
25,5054,3.99,2007.0,Fiction,Tim F. LaHaye;Jerry B. Jenkins
28,5055,4.19,2005.0,Fiction,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins
91,5056,3.84,2003.0,Religion,Philip Wesley Comfort
59,5057,4.24,2004.0,Fiction,Jerry B. Jenkins
13,5058,4.46,2004.0,Fiction,Karen Kingsbury;Gary Smalley
32,1737,4.5,2004.0,Fiction,Karen Kingsbury;Gary Smalley
27,5059,4.41,2005.0,Fiction,Karen Kingsbury
92,5060,4.0,2007.0,Juvenile Fiction,Roger Hargreaves
86,5061,3.82,2007.0,Juvenile Fiction,Roger Hargreaves
75,5062,4.48,1998.0,Fiction,David Thompson
15,5063,3.36,1998.0,Fiction,Douglas Clegg
35,5064,4.29,1999.0,Fiction,David Thompson
59,5065,3.74,1999.0,Fiction,Douglas Clegg
34,5066,3.98,2000.0,Fiction,Lynsay Sands
79,5067,4.0,2000.0,Fiction,Constance O'Banyon;Evelyn Rogers;Bobbi Smith
94,5068,3.87,2000.0,Fiction,Graham Masterton
74,5069,3.49,2000.0,Fiction,Douglas Clegg
32,5070,3.93,2004.0,Fiction,Lynsay Sands
73,5071,3.97,2001.0,Fiction,Lynsay Sands
3,5072,3.93,2002.0,Fiction,Lynsay Sands
84,5073,3.75,2003.0,Fiction,Douglas Clegg
23,5074,3.36,2004.0,Fiction,Douglas Clegg
36,5075,4.05,2004.0,Fiction,Lynsay Sands
67,5076,3.42,2005.0,Fiction,Douglas Clegg
97,5077,3.63,2006.0,Fiction,Douglas Clegg
85,5078,3.45,2004.0,Fiction,Morag McKendrick Pippin
47,5079,4.0,2006.0,Fiction,Lynsay Sands
72,5080,3.44,2005.0,Fiction,Morag McKendrick Pippin
75,5081,3.74,1994.0,Juvenile Nonfiction,McGraw-Hill Education
83,5082,3.86,1994.0,Fiction,Cormac McCarthy
81,5083,4.01,1999.0,Fiction,Carlos Fuentes
2,5084,4.33,2006.0,Religion,Charles R. Swindoll
59,5085,4.03,2007.0,Religion,Ken Blanchard;Phil Hodges
13,1585,4.17,2004.0,Fiction,Ted Dekker
51,5086,3.92,2001.0,Religion,Andreas J. Köstenberger;Peter Thomas O'Brien
97,5087,4.53,1975.0,Religion,Arthur Bennett
13,5088,4.24,1981.0,Religion,Sinclair B. Ferguson
68,5089,5.0,1996.0,Juvenile Nonfiction,Katie Elliott;Ian Martin
2,2264,4.0,2002.0,Performing Arts,Murray Smith
21,5090,4.42,2003.0,Performing Arts,Mark Kermode
77,5091,4.2,1992.0,,Miguel de Cervantes Saavedra
22,5092,4.31,1996.0,Juvenile Fiction,Audrey Wood
74,5093,4.06,2002.0,Juvenile Nonfiction,
61,4157,4.41,2001.0,Rock groups,Anne Hoppus
28,5094,3.86,2005.0,Music,Gavin Baddeley
43,5095,4.17,1994.0,Literary Collections,Christopher Hitchens
33,1274,3.88,1987.0,Sea stories,Jules Verne
35,5096,4.16,2006.0,"Detective and mystery comic books, strips, etc",Alan Moore;Eddie Campbell;Pete Mullins
36,5097,4.3,2001.0,"Body, Mind & Spirit",Henepola Gunaratana
91,5098,3.36,2006.0,Biography & Autobiography,Thomas Goltz
20,5099,3.77,1996.0,Travel,Luis Sepúlveda;Chris Andrews
0,5100,3.82,2002.0,Literary Criticism,Jeffrey H. Tigay
17,5101,4.34,2004.0,Literary Collections,Barbara Weiden Boyd
81,5102,3.3,2005.0,True Crime,William T. Rasmussen
26,5103,4.19,1942.0,Biography & Autobiography,Beryl Markham
7,5104,4.29,1985.0,Philosophy,Dōgen;Zen Master Dogen
27,5105,4.08,2001.0,Architecture,Andres Duany;Elizabeth Plater-Zyberk;Jeff Speck
40,5106,3.79,2004.0,Comics & Graphic Novels,Michelle Tea
70,5107,4.1,2000.0,"Theology, Doctrinal",Thomas Aquinas
36,5108,4.22,2000.0,Fiction,Donald Goines
63,5109,4.33,1972.0,Fiction,Donald Goines
55,5110,3.97,2006.0,Cooking,Brian Doyle;Mary Miller Doyle
83,4696,3.85,1997.0,Fiction,Charles Frazier
32,5111,4.26,2006.0,Fiction,Nick Rennison
69,5112,4.09,2007.0,History,Bob Drury;Thomas Clavin
71,5113,3.78,2007.0,Fiction,Donna Leon
87,5114,3.7,1997.0,Education,Heidi Hayes Jacobs
83,5115,3.28,2004.0,Education,Heidi Hayes Jacobs
43,5116,4.07,1984.0,Fiction,George MacDonald
32,5117,4.35,1994.0,Poetry,Edward Estlin Cummings
57,4836,4.22,1994.0,Poetry,E. E. Cummings
26,5118,4.38,1996.0,Poetry,E. E. Cummings
60,5119,3.87,1987.0,Philosophy,Jean-Jacques Rousseau
76,5120,3.73,1988.0,Philosophy,G. W. F. Hegel;Leo Rauch
79,5121,3.72,1993.0,History,Thucydides
74,662,3.69,1994.0,Philosophy,Thomas Hobbes;Edwin M. Curley
95,5122,4.35,1993.0,Political Science,Fyodor Dostoyevsky;Charles B. Guignon
17,5123,4.34,1997.0,Fiction,Plato
42,5124,3.76,1998.0,Drama,Aristophanes;Peter Meineck
65,5124,3.76,1998.0,Drama,Aristophanes
14,5125,3.89,1998.0,History,Thucydides;Steven Lattimore
70,5126,3.7,1998.0,Philosophy,René Descartes
69,5127,3.84,1999.0,Philosophy,Plato
0,5128,4.07,2000.0,Philosophy,Plato;George Maximilian Anthony Grube;John Madison Cooper
83,1199,3.85,2003.0,Literary Criticism,Aristophanes;Sarah Ruden
33,5129,4.12,2002.0,Philosophy,Plato;George Maximilian Anthony Grube
75,5130,3.84,2003.0,Philosophy,Confucius;Edward Gilman Slingerland
82,5131,4.18,1957.0,Poetry,John Milton;Merritt Yerkes Hughes
15,5132,3.83,2005.0,Aeneas (Legendary character),Virgil
16,5133,3.93,2004.0,Political Science,Plato
86,5134,3.97,2005.0,Philosophy,Philip J. Ivanhoe;Bryan W. Van Norden
20,5135,4.05,2006.0,Philosophy,Plato;C. D. C. Reeve
55,5136,3.98,1981.0,,Paul Bowles
80,5137,4.19,1961.0,Poetry,Allen Ginsberg
83,5138,4.1,1962.0,Philosophy,Georges Bataille
53,5139,3.95,1960.0,Literary Criticism,Jack Kerouac
72,5140,4.13,1996.0,,Allen Ginsberg
50,5141,4.27,2007.0,History,Howard Zinn
89,5142,4.06,2003.0,Literary Collections,Anton Pavlovich Chekhov;Jack Coulehan;John L. Coulehan
26,5143,3.66,1992.0,Fiction,Maud Hart Lovelace
6,5144,3.97,2004.0,Fiction,Francis Scott Fitzgerald;Patricia Hampl
70,5145,3.75,1996.0,Literary Criticism,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen
60,5146,3.46,1997.0,Literary Criticism,Jean-Jacques Rousseau;Roger D. Masters;Christopher Kelly
98,5147,4.0,1997.0,"Body, Mind & Spirit",Jean Houston
97,5148,3.73,2004.0,Language Arts & Disciplines,David Salo
93,5149,2.98,2005.0,"Body, Mind & Spirit",Greg Taylor
22,5150,4.1,1993.0,"Body, Mind & Spirit",Heinrich Cornelius Agrippa von Nettesheim
41,5151,4.05,1998.0,Medical,Edward T. Welch
70,5152,4.13,2002.0,Fiction,Charles Bukowski
75,5153,4.25,2002.0,Fiction,Charles Bukowski
16,5154,4.29,1976.0,,Kathleen E. Digan
18,5155,3.78,1985.0,Fiction,Blaine M. Yorgason;Brenton G. Yorgason
54,5156,3.99,1999.0,Fiction,Madeleine L'Engle
30,5157,4.13,1993.0,Religion,Madeleine L'Engle
7,5158,4.17,1986.0,Literary Criticism,Ernest Hemingway;Matthew Joseph Bruccoli
84,5159,3.75,1993.0,Literary Criticism,Jerzy Kosinski
14,5160,3.58,1994.0,Biography & Autobiography,John Updike;James Plath
14,5161,4.36,1980.0,Cookbooks,Zoe Coulson
39,5162,3.89,2006.0,Science,Richard B. Primack
23,5163,3.2,1989.0,Religion,Saint Gertrude (the Great)
96,5164,4.4,1985.0,Biography & Autobiography,Harpo Marx;Rowland Barber
22,5165,3.89,1999.0,Biography & Autobiography,John Oller
71,5166,4.27,1977.0,Philosophy,Giorgio De Santillana;Hertha von Dechend
50,5167,4.22,1987.0,Fiction,Georges Perec
8,5168,4.32,1992.0,Fiction,Andre Dubus
57,5169,4.22,1992.0,Technology & Engineering,Randy Leffingwell
98,5170,3.87,2004.0,Science,David W. Mount
93,5171,3.92,1980.0,"Science fiction, American",Jack Vance
56,5172,3.81,1996.0,Fiction,Joyce Carol Oates
85,5173,3.19,1997.0,Fiction,Joyce Carol Oates
14,5174,3.47,1983.0,Cooking,Janice Cook Migliaccio;Janice Cook Knight
54,5175,4.35,1987.0,England,Roald Dahl
34,5176,4.13,1988.0,Physics,Isaac Asimov
84,5177,4.13,2006.0,Cooking,
18,5178,4.24,2004.0,Design,Robert Bringhurst
61,5179,4.13,1986.0,Fiction,Robert Crichton
47,5180,3.83,2006.0,Gardening,R. L. Geneve
51,5181,3.87,2005.0,Fiction,Alfred Hitchcock
37,5182,4.45,2003.0,Biography & Autobiography,Roberts Liardon
5,5183,3.84,1999.0,Health & Fitness,Don Colbert
61,5184,4.09,1986.0,Fiction,Sharon Green
26,5185,3.97,1986.0,Fiction,Patricia Josephine Clayton
88,2460,3.38,1989.0,Fiction,Martin Harry Greenberg;Rosalind M. Greenberg
58,5186,4.21,1989.0,Fiction,Mercedes Lackey
99,5187,4.16,1987.0,Fiction,Mercedes Lackey
93,5188,4.19,1988.0,Fiction,Mercedes Lackey
28,5189,4.27,1990.0,Fiction,Mercedes Lackey
22,5190,4.05,1990.0,Fiction,C. S. Friedman
98,5191,4.25,1991.0,Fiction,Mercedes Lackey
30,5192,3.98,1991.0,Fiction,Jo Clayton
98,5193,4.03,1992.0,Fiction,Mercedes Lackey
66,5194,4.2,1994.0,Fiction,Tad Williams
83,5195,3.73,1994.0,Fiction,Jo Clayton
9,5196,3.87,1995.0,Fiction,Jo Clayton
6,5197,4.02,1995.0,Fiction,Mercedes Lackey
94,5198,3.84,1997.0,Fiction,Mercedes Lackey
37,5199,4.05,1998.0,Fiction,Mercedes Lackey
58,5200,4.04,1999.0,Fiction,C. S. Friedman
71,5201,4.01,1999.0,Fiction,Tad Williams
56,5202,3.55,2000.0,Fiction,Margaret Weis
28,5203,3.72,1989.0,Biography & Autobiography,Rheta Grimsley Johnson
77,5204,3.73,1986.0,Philosophy,Don Ihde
46,5205,3.71,1992.0,European fiction,Norton Juster
19,5206,4.08,1993.0,Business & Economics,James Wallace;Jim Erickson
6,5207,3.62,1998.0,Business & Economics,Stephen Pollan;Mark Levine
11,5208,3.5,2004.0,Education,Mary Ashworth;Patricia Wakefield
20,5209,3.5,2006.0,Social Science,Andrew Heintzman;Evan Solomon
75,5210,3.44,2001.0,Fiction,James Hawkins
36,3855,3.91,1925.0,Fiction,F. Scott Fitzgerald
60,5211,3.88,1989.0,Health & Fitness,John Perkins
92,5212,4.17,1999.0,"Body, Mind & Spirit",Aldous Huxley
47,5213,4.19,1999.0,"Body, Mind & Spirit",John Perkins
86,5214,3.83,2006.0,Artists,M. C. Beaton
84,5215,4.02,2004.0,History,"Thomas E. Woods, Jr."
89,5216,4.14,2006.0,Political Science,Mark Steyn
99,5217,3.42,2004.0,Biography & Autobiography,Steven F. Hayward
11,5218,3.11,1978.0,,Herman Melville
72,5219,3.92,2006.0,History,Ray McAllister
48,5220,4.48,1984.0,Social Science,Professor Audre Lorde;Audre Lorde
36,5221,3.99,2004.0,Business & Economics,Arundhati Roy
59,5222,4.16,2006.0,Education,Jane Jeong Trenka;Julia Chinyere Oparah;Sun Yung Shin
15,5223,4.52,1982.0,Fiction,Stephen King
29,5224,4.15,1995.0,House & Home,Jim Northrup
58,5225,4.09,2005.0,Crafts & Hobbies,Davina Thomas
65,5226,4.37,2007.0,Sports & Recreation,Jim Supica;Richard Nahas
28,5227,4.28,1986.0,Psychology,James Jerome Gibson
44,5228,4.3,1989.0,Religion,Peter Kreeft
60,5229,4.38,1993.0,Religion,Peter Kreeft
88,5230,4.1,1998.0,Biography & Autobiography,James Brodrick
79,3875,4.06,1998.0,Biography & Autobiography,Joseph Pearce
42,5231,4.26,2006.0,Biography & Autobiography,Alex Jones
26,5232,3.88,2003.0,Religion,Joseph Pearce
29,5233,3.94,1985.0,Reference,Lawrence Block
78,5234,4.02,2006.0,Sports & Recreation,David McClung;Peter A. Schaerer
52,5235,3.91,1997.0,Biography & Autobiography,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu
47,5236,4.15,1986.0,,Graham Greene
31,2834,4.67,1987.0,Fiction,Stephen King
62,4936,4.05,1998.0,Mental illness,Machado de Assis
31,5237,3.93,1984.0,Philosophy,Aristotle;Hippocrates George Apostle
65,5238,3.69,1977.0,Applications for positions,Richard Nelson Bolles
41,5239,4.22,1983.0,Philosophy,Epictetus;Nicholas P. White
65,5240,4.14,1940.0,Fiction,Cyril M. Kornbluth;Timothy Szczesuil;New England Science Fiction Association
13,5241,4.18,1991.0,Juvenile Fiction,Dan Millman
17,5242,3.91,1990.0,Fiction,Karen Tei Yamashita
23,5243,3.84,1995.0,Psychology,Edward F. Edinger
26,5244,4.12,1998.0,"Body, Mind & Spirit",Elizabeth Clare Prophet
49,5245,3.82,1999.0,Family & Relationships,Elizabeth Clare Prophet
65,5246,3.59,2000.0,Music,Alex Constantine
76,5247,3.73,2005.0,History,Nicholas Johnson
93,5248,4.5,1989.0,,Thucydides
99,5249,4.2,1987.0,Bible,David Chilton
40,5250,4.32,1996.0,Biography & Autobiography,Joaquin Miller
36,5251,4.31,1990.0,Poetry,David Young
5,5252,4.12,2000.0,Science,Nikola Tesla
67,5253,4.63,1962.0,Social Science,Ralph Ginzburg
29,5254,4.56,1989.0,History,Yosef Ben-Jochannan
84,5255,4.56,1991.0,Religion,Yosef Ben-Jochannan
78,5256,3.94,1993.0,Psychology,Gustave Le Bon;Charles Mackay
81,5257,4.24,1996.0,Juvenile Nonfiction,MaryAnn F. Kohl;Kim Solga;Rebecca Van Slyke
0,5258,4.3,2002.0,Family & Relationships,Michael J. Bradley
62,5259,3.99,2004.0,Health & Fitness,Pavel Tsatsouline
76,5260,3.77,2001.0,Fiction,Plato
61,5261,3.64,2002.0,Political Science,Mark Shepard
22,5262,3.96,1989.0,History,Margaret Sanborn
3,5263,4.25,2006.0,Art,Ken Knabb
23,5264,2.0,1984.0,,Larry DiTillio
62,5265,4.27,2001.0,Biography & Autobiography,Boris Leonidovich Pasternak;Marina T︠S︡vetaeva;Rainer Maria Rilke;Margaret Wettlin;Walter W. Arndt;Jamey Gambrell
48,5266,4.06,2001.0,Literary Criticism,Elizabeth Hardwick
83,5267,3.61,1982.0,,Herman Melville
85,5268,4.15,1983.0,Fiction,Nathaniel Hawthorne
73,5269,4.2,1983.0,,Herman Melville
19,5270,3.87,1985.0,"Bumppo, Natty (Fictitious character)",James Fenimore Cooper
14,5271,3.95,1985.0,Fiction,James Fenimore Cooper
90,5272,4.19,2007.0,"Adventure stories, American",Herman Melville
62,5273,4.2,1987.0,Literary Collections,William James
72,5274,4.37,1989.0,Illinois,Abraham Lincoln
36,5275,4.12,1988.0,,Eugene O'Neill
39,5276,4.49,1990.0,Yoknapatawpha County (Imaginary place),William Faulkner
77,5277,4.21,1991.0,Literary Collections,Richard Wright
16,5278,4.22,1992.0,Fiction,William James
32,5279,4.39,1992.0,"Humorous stories, American",Mark Twain
92,5280,3.7,1993.0,Europe,Henry James
64,5281,4.37,1994.0,Fiction,Mark Twain;Samuel Langhorne Clemens;Victor and Lin Salamo editors Fischer;Susan K. Harris;Susan R. Harris
12,5282,3.93,2002.0,Literary Criticism,Rolland Hein
30,5283,4.88,2001.0,Religion,Lena Tabori;Alice Wong
3,5284,4.04,2006.0,Philosophy,Chris Prentiss
1,5285,4.47,2002.0,Social Science,Cherríe Moraga;Gloria Anzaldúa
55,5286,4.14,1998.0,Philosophy,Christopher Gray
27,5287,3.27,1999.0,Biography & Autobiography,J. Keith Cheetham
61,5288,4.37,1993.0,Self-Help,"Overeaters Anonymous, Inc. (U.S.)"
4,5289,4.41,2001.0,Mathematics,Edward R. Tufte
42,5290,4.07,2006.0,Computers,Edward R. Tufte
19,5291,4.14,2006.0,Computers,Edward R. Tufte
26,5292,4.42,1996.0,Health & Fitness,Juliette De Bairacli-Levy;Heather Wood
59,5293,4.09,1996.0,Literary Criticism,Will Eisner
87,5294,4.33,1990.0,Crafts & Hobbies,Lynda Milligan;Nancy Smith
45,5295,3.91,1995.0,Fiction,Preston B. Nichols;Peter Moon
18,5296,4.38,2001.0,"Body, Mind & Spirit",David R. Hawkins
68,5297,4.14,1999.0,,Nannette E. Banks
36,5298,3.98,2001.0,Book burning,Ray Bradbury
12,78,4.52,2001.0,"Baggins, Frodo (Fictitious character)",John Ronald Reuel Tolkien
19,5299,3.31,2001.0,"Fantasy fiction, English",Brandon Geist
66,5300,2.85,1997.0,Fiction,Teddy F. Bader;Marilyn Bader
71,4924,3.6,2003.0,American literature,Azar Nafisi
43,5301,4.12,1997.0,"Nanjing (Jiangsu Sheng, China)",Iris Chang
34,4505,4.2,2003.0,Science,Bill Bryson
32,5302,3.77,2003.0,Black market,Eric Schlosser
13,5303,3.91,1999.0,Fiction,Stephen King
61,5304,4.68,2000.0,Music,
31,5305,3.87,2001.0,Language Arts & Disciplines,Russell Kick
76,5306,4.28,2001.0,Religion,Woody Hochswender;Greg Martin;Ted Morino
4,4377,4.02,2002.0,"Finance, Personal",David Barr Chilton
72,5307,3.93,1997.0,Shipwrecks,Cassie Brown
63,5308,3.75,2002.0,Travel,Wendy Mitchell
65,5309,4.41,2001.0,Fiction,Dean Koontz
96,5310,4.29,2002.0,"Authors, American",Julie A. Schrader
67,5311,4.53,2005.0,Religion,David R. Hawkins
17,5312,4.58,2006.0,"Body, Mind & Spirit",David R. Hawkins
34,5313,3.82,2003.0,Family & Relationships,Heidi Fleiss;Libby Keatinge
89,5314,3.95,2003.0,Health & Fitness,Bill Phillips
91,5315,3.78,2004.0,Biography & Autobiography,Kim Wilson
30,5316,3.63,2006.0,History,Jeanne Treat
85,5317,4.05,2003.0,Literary Criticism,Galadriel Waters;Astre Mithrandir
39,5318,3.98,2005.0,,Dashiell Hammett
62,5319,3.41,2004.0,Games & Activities,H. G. Wells;Barbara A. Turner
84,5320,4.32,2003.0,Poetry,Noah Eli Gordon
6,4173,3.86,2004.0,Fiction,Mavis Applewater
1,5321,4.04,2004.0,Computers,David Thomas
81,5322,3.0,2003.0,Leadership,John Hersey
9,5173,3.79,2004.0,Fiction,Ivan Sergeevich Turgenev
64,5323,3.55,2006.0,Biography & Autobiography,Darwin Porter
69,5324,3.79,2005.0,Fiction,
71,5325,4.27,2004.0,Religion,Gary Oates
89,5326,4.33,2004.0,Gardening,East Bay Municipal Utility District (Calif.)
63,5327,4.12,2005.0,Biography & Autobiography,Julius Caesar;W. A. MacDevitt;James H. Ford
30,5328,4.43,2005.0,Fiction,Quentin Carter
55,5329,3.67,2006.0,Fiction,Andre Duza
94,5330,3.63,2005.0,Comics & Graphic Novels,Raymond E. Feist;Sean J. Jordan;Tad Williams
98,5331,3.69,2005.0,Fiction,W. Frederick Zimmerman
20,5332,3.42,2007.0,Fiction,Monica Drake
65,5333,3.89,2005.0,Computers,David Thomas;David Heinemeier Hansson;Leon Breedt
23,5334,3.96,2005.0,Computers,Johanna Rothman;Esther Derby
80,5335,3.81,2006.0,Juvenile Fiction,David A. Ufer
18,5336,4.1,2006.0,Architecture,Zak Smith
22,5333,3.88,2006.0,Computers,David Thomas;David Heinemeier Hansson;Leon Breedt
4,5337,3.57,2006.0,Computers,Mike Mason
19,5338,4.2,2006.0,Biography & Autobiography,Peter A. Lillback
10,5339,3.84,2006.0,Fiction,Z. A. Recht;Bowie Ibarra;Travis Adkins
48,5340,4.38,2006.0,Fiction,Kathleen Rooney
11,5341,3.5,2006.0,Travel,"Fodor's Travel Publications, Inc. Staff"
40,5342,3.46,1966.0,Fiction,Philip K. Dick
5,5343,3.17,2004.0,Fiction,Philip K. Dick
35,5344,3.51,1960.0,Fiction,Philip K. Dick
57,5345,4.36,1997.0,Fiction,Rohinton Mistry
16,5346,4.16,1999.0,,Andre Dubus
57,5347,4.2,2003.0,Fiction,Chaim Potok
98,5348,3.8,2003.0,Fiction,Laura Furman
80,5349,3.98,2002.0,Fiction,Alexander McCall Smith
67,5350,3.46,2005.0,Fiction,Chris Bohjalian
90,5351,4.1,2006.0,Nature,Ellen Meloy
80,5352,4.02,2006.0,History,Charles C. Mann
12,5353,3.49,2003.0,Cerebrovascular disease,Ha Jin
37,5354,4.01,2006.0,Business & Economics,Anna Deavere Smith
90,5355,3.94,2004.0,Fiction,Charles Ray Willeford
43,5356,3.92,2005.0,Biography & Autobiography,Joseph J. Ellis
44,5357,3.87,2003.0,Fiction,Mark Haddon
64,1651,3.99,2004.0,History,Jon Krakauer
42,5358,3.61,2004.0,Fiction,Chuck Palahniuk
90,3368,3.59,2006.0,Fiction,Chuck Palahniuk
48,5359,4.47,2005.0,Fiction,Anton Pavlovich Chekhov
96,5360,3.83,2004.0,Biography & Autobiography,James Gleick
53,5361,3.89,2005.0,Sports & Recreation,Jane Smiley
32,1353,3.81,2004.0,Fiction,Toni Morrison
76,2933,4.04,2004.0,Fiction,Toni Morrison
0,5362,3.63,2003.0,Fiction,Dave Eggers
98,5363,4.18,2006.0,Science,Michio Kaku
40,5364,3.79,2004.0,Juvenile Fiction,Lorrie Moore
11,5365,3.8,2003.0,Fiction,Jane Smiley
95,5366,4.32,2004.0,Biography & Autobiography,Chris Chester
95,5367,3.78,2006.0,Biography & Autobiography,Orhan Pamuk
55,5368,4.19,2003.0,Fiction,W. Somerset Maugham
58,5369,3.79,2005.0,Fiction,Edwidge Danticat
50,5370,3.59,2005.0,Fiction,Halldór Laxness
71,5371,3.96,2003.0,History,Gerald Posner
64,5372,3.9,2003.0,Fiction,Gabriel García Márquez
52,5373,4.03,2006.0,Fiction,Gabriel García Márquez
29,5374,3.96,2003.0,Fiction,Gabriel Garcia Marquez
68,5375,3.77,2002.0,Fiction,Alexander McCall Smith
75,5376,3.68,2006.0,Fiction,Janna Levin
18,5377,4.22,2004.0,Cooking,Lidia Matticchio Bastianich;David Nussbaum
0,5378,4.21,2007.0,Cooking,Tanya Bastianich Manuali
57,5379,2.51,2007.0,Fiction,Jane Smiley
13,2921,4.13,2003.0,Science,Charles Darwin
20,5380,3.89,2004.0,Fiction,Vladimir Vladimirovich Nabokov
83,882,4.34,2004.0,Fiction,Albert Camus
76,806,3.99,2004.0,Fiction,Nikolaĭ Vasilʹevich Gogolʹ
52,5381,3.68,2004.0,Fiction,Gabriel García Márquez
50,5382,4.17,2006.0,Biography & Autobiography,Julia Child;Alex Prud'homme
53,5383,4.31,2006.0,Fiction,Chimamanda Ngozi Adichie
94,5384,3.83,2006.0,Fiction,Irene Nemirovsky
76,5385,3.64,2005.0,Cooking,Peter Mayle;Gerard Auzet
74,5386,4.02,2006.0,History,Rajiv Chandrasekaran
82,5387,3.93,2002.0,Political Science,
92,5388,3.74,2004.0,Cooking,Gale Gand;Julia Moskin
79,5389,3.51,2003.0,Travel,Chuck Palahniuk
3,5390,3.65,2003.0,Fiction,Rosalind Miles
87,5391,4.02,2003.0,History,Les Standiford
55,5392,3.64,2003.0,Science,Stephen Jay Gould
20,5393,4.22,2004.0,Political Science,Thom Hartmann
10,5394,3.69,2005.0,Fiction,Diane Haeger
39,5395,3.92,2005.0,Cooking,Tyler Florence
93,5396,4.1,2006.0,Cooking,Tyler Florence
78,5397,3.95,2005.0,Cooking,Giada De Laurentiis
96,1665,4.22,2004.0,Fiction,Douglas Adams
11,1665,4.22,1979.0,Fiction,Douglas Adams
46,5398,3.31,2006.0,Political Science,Ann H. Coulter
7,5399,3.55,2005.0,Fiction,Adam Mansbach
53,5400,3.9,2006.0,Health & Fitness,Daniel T. Max
70,5401,3.12,2005.0,Fiction,Aimee Bender;Marc Parent
17,5402,3.6,2007.0,Fiction,Lisa See
56,5403,4.08,2007.0,Nature,Richard Preston
43,5404,3.55,2007.0,Cities and towns,Laurie Notaro
43,5405,3.79,2006.0,History,Jon Meacham
10,5406,3.62,2006.0,Fiction,Rene Gutteridge
39,5407,3.32,2005.0,Fiction,Patrick McGrath
1,5408,4.07,2006.0,Fiction,Alexander McCall Smith
10,1975,4.06,2007.0,Fiction,Alexander McCall Smith
57,5409,3.63,2006.0,Fiction,Ian McEwan
54,5410,3.79,2004.0,Poetry,Chinua Achebe
27,5411,3.63,2006.0,Literary Collections,Jonathan Lethem
51,5412,3.76,2005.0,Humor,Dave Eggers
89,5413,3.36,2005.0,Fiction,Alexander McCall Smith
38,5414,2.78,2005.0,Fiction,Martin Amis
2,5415,4.19,2004.0,Biography & Autobiography,Ron Chernow
52,5416,4.07,1993.0,Fiction,Alan P. Lightman
22,5417,3.97,2005.0,History,Barbara Ehrenreich;Deirdre English
98,5418,4.0,2006.0,Psychology,Martin E. P. Seligman
62,781,3.73,2005.0,Fiction,
12,5419,4.13,2005.0,History,Russell Shorto
6,5420,3.53,2004.0,Fiction,Michael Chabon;Michael Mignola
84,5421,4.19,2005.0,Family & Relationships,Anne Lamott
6,2227,3.82,2006.0,Fiction,Dan Brown
99,5422,4.13,2006.0,Fiction,Haruki Murakami
66,5423,3.73,2007.0,Fiction,Max Barry
33,5424,3.75,2005.0,Fiction,Philip Roth
5,5425,4.11,1961.0,Fiction,Pelham Grenville Wodehouse
42,5426,2.89,2005.0,Fiction,Nicholson Baker
55,5427,4.15,2004.0,Biography & Autobiography,Timothy B. Tyson
85,5428,3.69,2003.0,Fiction,Alexander McCall Smith
83,5429,3.45,2005.0,Fiction,James Ellroy
10,5430,4.15,2005.0,Fiction,Chaïm Potok
7,5431,3.89,2005.0,Fiction,Jane Smiley
32,5432,3.85,2006.0,Fiction,Henning Mankell
99,5433,3.67,2007.0,Fiction,Kevin Brockmeier
6,5434,3.84,2007.0,Fiction,Haruki Murakami
83,2690,3.43,2006.0,Literary Criticism,Howell D. Chickering
58,5435,4.2,2005.0,Fiction,Truman Capote
52,5436,3.51,2006.0,Fiction,John Banville
28,5437,3.7,2007.0,Fiction,Julian Barnes
88,5438,4.06,2005.0,Fiction,Trevanian
56,5439,4.22,2005.0,Fiction,Trevanian
64,5440,3.95,2006.0,Juvenile Nonfiction,Laura Ingalls Wilder;Stephen W. Hines
89,5441,4.19,2002.0,Comics & Graphic Novels,Grant Morrison
34,5442,3.54,2003.0,Comics & Graphic Novels,Max Allan Collins;Jose Luis Garcia-Lopez
16,5443,4.51,1998.0,Antiheroes,Warren Ellis
75,5444,4.19,2004.0,Comics & Graphic Novels,Warren Ellis
10,5445,4.13,2004.0,Comics & Graphic Novels,Mark Waid;Leinil Francis Yu
94,5446,4.56,2005.0,Comics & Graphic Novels,Robert Kanigher;Bob Haney
28,5447,4.1,2004.0,Comics & Graphic Novels,Grant Morrison;Dave McKean
34,5448,3.4,2006.0,Comics & Graphic Novels,Grant Morrison;Duncan Fegredo
30,5449,2.86,2006.0,Comics & Graphic Novels,Howard Chaykin;Michelle Madsen
19,5450,4.28,2002.0,"Comic books, strips, etc",Bill Willingham
